Connected to MySQL!
0:  4ee6bf099
43208:  4ef2b18b1a
43209:  4ef2b18b25
43210:  4ef2b18c14
43211:  4ef2b18c1f
43212:  4ef2b18c3
43213:  4ef2b18c3f
43214:  4ef2b1c711
43215:  4ef2b1c76
43216:  4ef2b3f41d
43217:  4ef2b3fd5e
43218:  4ef2b3fd7a
43219:  4ef2b3fe14
43220:  4ef2b3fe27
43221:  4ef2b3fe6
43222:  4ef2b4021
43223:  4ef2b4033
43224:  4ef2b45d13
43225:  4ef2b46314
43226:  4ef2b4641a
43227:  4ef2b4652a
43228:  4ef2b4656
43229:  4ef2b4666
43230:  4ef2b46715
43231:  4ef2b46814
43232:  4ef2b46821
43233:  4ef2b46914
43234:  4ef2b4691f
43235:  4ef2b4692a
43236:  4ef2b46a1b
43237:  4ef2b46a3
43238:  4ef2b46c20
43239:  4ef2b46c3
43240:  4ef2b46f14
43241:  4ef2b46f21
43242:  4ef2b4729
43243:  4ef2b4738
43244:  4ef2b7083
43245:  4ef2b708e
43246:  4ef2b79e8
43247:  4ef2b7a91d
43248:  4ef2b7a93
43249:  4ef2b7ab17
43250:  4ef2b7ad32
43251:  4ef2b7b210
43252:  4ef2b7b320
43253:  4ef2b7b45
43254:  4ef2b7b55
43255:  4ef2b7b612
43256:  4ef2b7b61d
43257:  4ef2b7b62b
43258:  4ef2b7b63
43259:  4ef2b7b7c
43260:  4ef2b7b91b
43261:  4ef2b7b96
43262:  4ef2b7bb18
43263:  4ef2b7bbd
43264:  4ef2b7bc1c
43265:  4ef2b7bf17
43266:  4ef2b7d8f
43267:  4ef2b7e510
43268:  4ef2b7e8a
43269:  4ef2b7ed6
43270:  4ef2b7eef
43271:  4ef2b82815
43272:  4ef2b8285
43273:  4ef2b82d18
43274:  4ef2b82d8
43275:  4ef2b8345
43276:  4ef2b83516
43277:  4ef2b84a1
43278:  4ef2b84c24
43279:  4ef2b84d14
43280:  4ef2b84d1f
43281:  4ef2b84d2c
43282:  4ef2b85019
43283:  4ef2b8503
43284:  4ef2b85210
43285:  4ef2b85313
43286:  4ef2b8532a
43287:  4ef2b8533
43288:  4ef2b87110
43289:  4ef2b87123
43290:  4ef2b8713
43291:  4ef2b8713a
43292:  4ef2b87211
43293:  4ef2b87b35
43294:  4ef2b87b5
43295:  4ef2b87c1
43296:  4ef2b89d19
43297:  4ef2b89d6
43298:  4ef2b8a12c
43299:  4ef2b8a16
43300:  4ef2b8aa3
43301:  4ef2b8ac14
43302:  4ef2b8ac9
43303:  4ef2b8ad13
43304:  4ef2b8b018
43305:  4ef2b8b51b
43306:  4ef2b8b526
43307:  4ef2b8b728
43308:  4ef2b8b76
43309:  4ef2b8b914
43310:  4ef2b8ce13
43311:  4ef2b8ce1e
43312:  4ef2b8cf16
43313:  4ef2b8cf2e
43314:  4ef2b8cf3b
43315:  4ef2b8d08
43316:  4ef2b8d322
43317:  4ef2b8d330
43318:  4ef2b8d33e
43319:  4ef2b8d35
43320:  4ef2b8d512
43321:  4ef2b8d76
43322:  4ef2b8dc18
43323:  4ef2b8dcd
43324:  4ef2b8dd3
43325:  4ef2b8df15
43326:  4ef2b8e05
43327:  4ef2b8e617
43328:  4ef2b8e6c
43329:  4ef2b8f4e
43330:  4ef2b8fb1c
43331:  4ef2b8fb3
43332:  4ef2b8fbe
43333:  4ef2b9001
43334:  4ef2b92311
43335:  4ef2b9231c
43336:  4ef2b9232c
43337:  4ef2b9233a
43338:  4ef2b9236
43339:  4ef2b93a16
43340:  4ef2b93a27
43341:  4ef2b93a3
43342:  4ef2b9512
43343:  4ef2b95166
43344:  4ef2b95167
43345:  4ef2b9519a
43346:  4ef2b9519f
43347:  4ef2b95212
43348:  4ef2b95215
43349:  4ef2b95218
43350:  4ef2b9523
43351:  4ef2b9526
43352:  4ef2b952a
43353:  4ef2b952e
43354:  4ef2b952f
43355:  4ef2b9530
43356:  4ef2b95310
43357:  4ef2b95311
43358:  4ef2b95312
43359:  4ef2b95313
43360:  4ef2b9532
43361:  4ef2b9536
43362:  4ef2b9537
43363:  4ef2b953b
43364:  4ef2b953f
43365:  4ef2b95411
43366:  4ef2b95412
43367:  4ef2b95415
43368:  4ef2b9542
43369:  4ef2b9543
43370:  4ef2b9546
43371:  4ef2b9547
43372:  4ef2b954d
43373:  4ef2b9550
43374:  4ef2b9551
43375:  4ef2b95511
43376:  4ef2b95512
43377:  4ef2b95515
43378:  4ef2b9552
43379:  4ef2b9553
43380:  4ef2b9554
43381:  4ef2b9558
43382:  4ef2b9560
43383:  4ef2b9561
43384:  4ef2b95612
43385:  4ef2b95613
43386:  4ef2b95616
43387:  4ef2b9562
43388:  4ef2b9565
43389:  4ef2b9566
43390:  4ef2b9567
43391:  4ef2b9568
43392:  4ef2b956e
43393:  4ef2b9570
43394:  4ef2b9571
43395:  4ef2b95713
43396:  4ef2b95714
43397:  4ef2b9573
43398:  4ef2b9575
43399:  4ef2b9576
43400:  4ef2b9577
43401:  4ef2b957a
43402:  4ef2b957e
43403:  4ef2b957f
43404:  4ef2b9580
43405:  4ef2b95810
43406:  4ef2b95814
43407:  4ef2b95819
43408:  4ef2b9581d
43409:  4ef2b9587
43410:  4ef2b958c
43411:  4ef2b958d
43412:  4ef2b958e
43413:  4ef2b958f
43414:  4ef2b9590
43415:  4ef2b9591
43416:  4ef2b95911
43417:  4ef2b95912
43418:  4ef2b9596
43419:  4ef2b9597
43420:  4ef2b9598
43421:  4ef2b9599
43422:  4ef2b959a
43423:  4ef2b959b
43424:  4ef2b95a0
43425:  4ef2b95a1
43426:  4ef2b95a15
43427:  4ef2b95a2
43428:  4ef2b95a3
43429:  4ef2b95a6
43430:  4ef2b95a9
43431:  4ef2b95aa
43432:  4ef2b95ab
43433:  4ef2b95af
43434:  4ef2b95b0
43435:  4ef2b95b10
43436:  4ef2b95b4
43437:  4ef2b95b5
43438:  4ef2b95b6
43439:  4ef2b95b9
43440:  4ef2b95ba
43441:  4ef2b95bb
43442:  4ef2b95bc
43443:  4ef2b95c0
43444:  4ef2b95c4
43445:  4ef2b95c5
43446:  4ef2b95ca
43447:  4ef2b95d0
43448:  4ef2b95de
43449:  4ef2b95df
43450:  4ef2b95e10
43451:  4ef2b95e11
43452:  4ef2b95e12
43453:  4ef2b95e2
43454:  4ef2b95e5
43455:  4ef2b95ec
43456:  4ef2b95ed
43457:  4ef2b95ee
43458:  4ef2b95ef
43459:  4ef2b95f10
43460:  4ef2b95f13
43461:  4ef2b95f14
43462:  4ef2b95f3
43463:  4ef2b95f4
43464:  4ef2b95f5
43465:  4ef2b95f6
43466:  4ef2b95fc
43467:  4ef2b95fd
43468:  4ef2b95fe
43469:  4ef2b95ff
43470:  4ef2b9600
43471:  4ef2b96010
43472:  4ef2b96011
43473:  4ef2b96012
43474:  4ef2b96013
43475:  4ef2b96014
43476:  4ef2b9604
43477:  4ef2b9605
43478:  4ef2b9606
43479:  4ef2b9607
43480:  4ef2b960d
43481:  4ef2b960f
43482:  4ef2b9610
43483:  4ef2b96112
43484:  4ef2b96113
43485:  4ef2b96116
43486:  4ef2b96117
43487:  4ef2b96118
43488:  4ef2b9614
43489:  4ef2b9617
43490:  4ef2b961a
43491:  4ef2b961b
43492:  4ef2b961c
43493:  4ef2b9620
43494:  4ef2b9621
43495:  4ef2b96210
43496:  4ef2b96211
43497:  4ef2b96212
43498:  4ef2b96213
43499:  4ef2b9625
43500:  4ef2b9626
43501:  4ef2b9629
43502:  4ef2b962a
43503:  4ef2b96311
43504:  4ef2b96316
43505:  4ef2b96317
43506:  4ef2b9632
43507:  4ef2b9633
43508:  4ef2b9637
43509:  4ef2b9638
43510:  4ef2b9639
43511:  4ef2b963a
43512:  4ef2b963d
43513:  4ef2b9640
43514:  4ef2b9641
43515:  4ef2b96410
43516:  4ef2b96411
43517:  4ef2b9642
43518:  4ef2b9646
43519:  4ef2b9647
43520:  4ef2b9648
43521:  4ef2b9649
43522:  4ef2b964a
43523:  4ef2b964b
43524:  4ef2b964f
43525:  4ef2b9650
43526:  4ef2b9651
43527:  4ef2b96512
43528:  4ef2b9652
43529:  4ef2b9656
43530:  4ef2b9657
43531:  4ef2b9658
43532:  4ef2b9659
43533:  4ef2b965a
43534:  4ef2b965b
43535:  4ef2b965e
43536:  4ef2b96612
43537:  4ef2b96613
43538:  4ef2b96614
43539:  4ef2b96615
43540:  4ef2b9664
43541:  4ef2b9668
43542:  4ef2b966c
43543:  4ef2b966d
43544:  4ef2b966e
43545:  4ef2b966f
43546:  4ef2b96711
43547:  4ef2b96712
43548:  4ef2b96713
43549:  4ef2b96714
43550:  4ef2b9672
43551:  4ef2b9673
43552:  4ef2b9674
43553:  4ef2b9675
43554:  4ef2b967a
43555:  4ef2b967b
43556:  4ef2b96810
43557:  4ef2b96813
43558:  4ef2b9683
43559:  4ef2b9686
43560:  4ef2b9687
43561:  4ef2b9688
43562:  4ef2b9689
43563:  4ef2b968a
43564:  4ef2b968b
43565:  4ef2b968f
43566:  4ef2b9690
43567:  4ef2b9691
43568:  4ef2b96910
43569:  4ef2b96911
43570:  4ef2b9692
43571:  4ef2b9693
43572:  4ef2b9694
43573:  4ef2b9697
43574:  4ef2b969a
43575:  4ef2b969b
43576:  4ef2b969f
43577:  4ef2b96a0
43578:  4ef2b96a1
43579:  4ef2b96a10
43580:  4ef2b96a13
43581:  4ef2b96a2
43582:  4ef2b96a3
43583:  4ef2b96a6
43584:  4ef2b96a7
43585:  4ef2b96a8
43586:  4ef2b96a9
43587:  4ef2b96aa
43588:  4ef2b96b0
43589:  4ef2b96b10
43590:  4ef2b96b14
43591:  4ef2b96b3
43592:  4ef2b96b4
43593:  4ef2b96b5
43594:  4ef2b96b6
43595:  4ef2b96b7
43596:  4ef2b96b8
43597:  4ef2b96b9
43598:  4ef2b96bc
43599:  4ef2b96c10
43600:  4ef2b96c14
43601:  4ef2b96c2
43602:  4ef2b96c3
43603:  4ef2b96c4
43604:  4ef2b96c5
43605:  4ef2b96c8
43606:  4ef2b96cd
43607:  4ef2b96ce
43608:  4ef2b96cf
43609:  4ef2b96d0
43610:  4ef2b96d10
43611:  4ef2b96d18
43612:  4ef2b96d3
43613:  4ef2b96d4
43614:  4ef2b96d5
43615:  4ef2b96da
43616:  4ef2b96db
43617:  4ef2b96dc
43618:  4ef2b96df
43619:  4ef2b96e0
43620:  4ef2b96e1
43621:  4ef2b96e10
43622:  4ef2b96e14
43623:  4ef2b96e4
43624:  4ef2b96e5
43625:  4ef2b96e6
43626:  4ef2b96e9
43627:  4ef2b96ea
43628:  4ef2b96eb
43629:  4ef2b96ee
43630:  4ef2b96ef
43631:  4ef2b96f0
43632:  4ef2b96f1
43633:  4ef2b96f2
43634:  4ef2b96f3
43635:  4ef2b96f4
43636:  4ef2b96f7
43637:  4ef2b96f8
43638:  4ef2b96f9
43639:  4ef2b96fa
43640:  4ef2b96fb
43641:  4ef2b9702
43642:  4ef2b9703
43643:  4ef2b9704
43644:  4ef2b9705
43645:  4ef2b9706
43646:  4ef2b9707
43647:  4ef2b9708
43648:  4ef2b9709
43649:  4ef2b970a
43650:  4ef2b970b
43651:  4ef2b970c
43652:  4ef2b9713
43653:  4ef2b9714
43654:  4ef2b9715
43655:  4ef2b9716
43656:  4ef2b9717
43657:  4ef2b9718
43658:  4ef2b9719
43659:  4ef2b971f
43660:  4ef2b97210
43661:  4ef2b9723
43662:  4ef2b9724
43663:  4ef2b9725
43664:  4ef2b9726
43665:  4ef2b9727
43666:  4ef2b9728
43667:  4ef2b9729
43668:  4ef2b972a
43669:  4ef2b972d
43670:  4ef2b9730
43671:  4ef2b97310
43672:  4ef2b97311
43673:  4ef2b97316
43674:  4ef2b9736
43675:  4ef2b9737
43676:  4ef2b9738
43677:  4ef2b973b
43678:  4ef2b973c
43679:  4ef2b973f
43680:  4ef2b9740
43681:  4ef2b9741
43682:  4ef2b97410
43683:  4ef2b97411
43684:  4ef2b9745
43685:  4ef2b9746
43686:  4ef2b9747
43687:  4ef2b9748
43688:  4ef2b9749
43689:  4ef2b974c
43690:  4ef2b974d
43691:  4ef2b9750
43692:  4ef2b9754
43693:  4ef2b9755
43694:  4ef2b9756
43695:  4ef2b9757
43696:  4ef2b9758
43697:  4ef2b975b
43698:  4ef2b975c
43699:  4ef2b975d
43700:  4ef2b975e
43701:  4ef2b97610
43702:  4ef2b97611
43703:  4ef2b9762
43704:  4ef2b9763
43705:  4ef2b9767
43706:  4ef2b9768
43707:  4ef2b9769
43708:  4ef2b976a
43709:  4ef2b976b
43710:  4ef2b976c
43711:  4ef2b976d
43712:  4ef2b9770
43713:  4ef2b9771
43714:  4ef2b97710
43715:  4ef2b97713
43716:  4ef2b97714
43717:  4ef2b97717
43718:  4ef2b9777
43719:  4ef2b9778
43720:  4ef2b977b
43721:  4ef2b977f
43722:  4ef2b9780
43723:  4ef2b9781
43724:  4ef2b97812
43725:  4ef2b97815
43726:  4ef2b9782
43727:  4ef2b9786
43728:  4ef2b9787
43729:  4ef2b9788
43730:  4ef2b978b
43731:  4ef2b978c
43732:  4ef2b978f
43733:  4ef2b9790
43734:  4ef2b9791
43735:  4ef2b97910
43736:  4ef2b97911
43737:  4ef2b9791a
43738:  4ef2b9792
43739:  4ef2b9796
43740:  4ef2b9799
43741:  4ef2b979e
43742:  4ef2b979f
43743:  4ef2b97a10
43744:  4ef2b97a19
43745:  4ef2b97a23
43746:  4ef2b97a28
43747:  4ef2b97a4
43748:  4ef2b97a9
43749:  4ef2c3ac1d
43750:  4ef2c3ac9
43751:  4ef2c3b035
43752:  4ef2c3b151
43753:  4ef2c3b223
43754:  4ef2c3b326
43755:  4ef2c3b33
43756:  4ef2c3b52d
43757:  4ef2c3b54a
43758:  4ef2c3b738
43759:  4ef2c3b74f
43760:  4ef2c3b81d
43761:  4ef2c3b8c
43762:  4ef2c3bb7a
43763:  4ef2c3bc54
43764:  4ef2c3c22d
43765:  4ef2c3c72b
43766:  4ef2c3c744
43767:  4ef2c3c941
43768:  4ef2c3eff
43769:  4ef2c40114
43770:  4ef2c4012f
43771:  4ef2c4036
43772:  4ef2c40514
43773:  4ef2c4062a
43774:  4ef2c4082f
43775:  4ef2c40848
43776:  4ef2c40d29
43777:  4ef2c40e11
43778:  4ef2c40e25
43779:  4ef2c40f34
43780:  4ef2c4102e
43781:  4ef2c41114
43782:  4ef2c424e
43783:  4ef2c42633
43784:  4ef2c4275
43785:  4ef2c42b19
43786:  4ef2c4312b
43787:  4ef2c4333
43788:  4ef2c435b
43789:  4ef2c44724
43790:  4ef2c447d
43791:  4ef2c44e18
43792:  4ef2c5791a
43793:  4ef2c57a1b
43794:  4ef2c57a3e
43795:  4ef2c57b11
43796:  4ef2c57b26
43797:  4ef2c58323
43798:  4ef2c58357
43799:  4ef2c58416
43800:  4ef2c58432
43801:  4ef2c5844c
43802:  4ef2c58820
43803:  4ef2c58833
43804:  4ef2c5901d
43805:  4ef2c5909
43806:  4ef2c60722
43807:  4ef2c60934
43808:  4ef2c60945
43809:  4ef2c60a46
43810:  4ef2c60a5a
43811:  4ef2c60e3c
43812:  4ef2c60f32
43813:  4ef2c61138
43814:  4ef2c6118
43815:  4ef2c61f3
43816:  4ef2c63610
43817:  4ef2c63c45
43818:  4ef2c63e23
43819:  4ef2c63e64
43820:  4ef2c63e6f
43821:  4ef2c63f3a
43822:  4ef2c63f6b
43823:  4ef2c63f8a
43824:  4ef2c64444
43825:  4ef2c6456
43826:  4ef2c6462b
43827:  4ef2c6472d
43828:  4ef2c6473d
43829:  4ef2c6475b
43830:  4ef2c64c1a
43831:  4ef2c64d3d
43832:  4ef2c67f21
43833:  4ef2c68329
43834:  4ef2c6893
43835:  4ef2c68b3d
43836:  4ef2c68c1e
43837:  4ef2c6a025
43838:  4ef2c6a042
43839:  4ef2c6a23
43840:  4ef2c6b412
43841:  4ef2c6b712
43842:  4ef2c6b756
43843:  4ef2c6b773
43844:  4ef2c6b823
43845:  4ef2c6bb1d
43846:  4ef2c6bb32
43847:  4ef2c6bb43
43848:  4ef2c6bc35
43849:  4ef2c6bc46
43850:  4ef2c6bc5d
43851:  4ef2c6bc6e
43852:  4ef2c6bc7e
43853:  4ef2c6bd4
43854:  4ef2c6bd44
43855:  4ef2c6c055
43856:  4ef2c6c06c
43857:  4ef2c6c228
43858:  4ef2c6c78
43859:  4ef2c6e031
43860:  4ef2c6e113
43861:  4ef2c6e141
43862:  4ef2c6e162
43863:  4ef2c6e73e
43864:  4ef2c6e74b
43865:  4ef2c6e756
43866:  4ef2c6e764
43867:  4ef2c6e815
43868:  4ef2c6e85a
43869:  4ef2c6e88
43870:  4ef2c70748
43871:  4ef2c7091
43872:  4ef2c7095c
43873:  4ef2c709f
43874:  4ef2c70c1c
43875:  4ef2c70c31
43876:  4ef2c70cb
43877:  4ef2c70e29
43878:  4ef2c7124c
43879:  4ef2c71420
43880:  4ef2c7142e
43881:  4ef2c71526
43882:  4ef2c7183f
43883:  4ef2c71858
43884:  4ef2c71921
43885:  4ef2c71989
43886:  4ef2c71ac
43887:  4ef2c71d13
43888:  4ef2c71d26
43889:  4ef2c71d5c
43890:  4ef2c71e63
43891:  4ef2c71eb
43892:  4ef2c71f17
43893:  4ef2c71f3
43894:  4ef2c71f3b
43895:  4ef2c72148
43896:  4ef2c72165
43897:  4ef2c721e
43898:  4ef2c7226
43899:  4ef2c7281e
43900:  4ef2c72840
43901:  4ef2c72856
43902:  4ef2c72a44
43903:  4ef2c9c52c
43904:  4ef2ca6146
43905:  4ef2ca6431
43906:  4ef2ca643e
43907:  4ef2ca652d
43908:  4ef2ca6a11
43909:  4ef2ca6a34
43910:  4ef2ca6b1
43911:  4ef2ce129
43912:  4ef2ce1c22
43913:  4ef2ce4d3
43914:  4ef2ce4f25
43915:  4ef2ce5014
43916:  4ef2ce5027
43917:  4ef2ce542e
43918:  4ef2ce5a4d
43919:  4ef2ce5b18
43920:  4ef2ce5c2d
43921:  4ef2ce5c47
43922:  4ef2ce5c69
43923:  4ef2cef114
43924:  4ef2cef152
43925:  4ef2cefaa
43926:  4ef2cefbc
43927:  4ef2cf0142
43928:  4ef2cf0a52
43929:  4ef2cf0bb
43930:  4ef2cf5639
43931:  4ef2cf573c
43932:  4ef2cf5911
43933:  4ef2cf6c35
43934:  4ef2cf715f
43935:  4ef2cf7b48
43936:  4ef2cf852a
43937:  4ef2cf8548
43938:  4ef2cf861f
43939:  4ef2cfa736
43940:  4ef2cfa749
43941:  4ef2cfa7d
43942:  4ef2cfa83
43943:  4ef2cfa842
43944:  4ef2cfa85a
43945:  4ef2cfa954
43946:  4ef2cfb232
43947:  4ef2cfc749
43948:  4ef2cfca1c
43949:  4ef2cfce2e
43950:  4ef2cfd11c
43951:  4ef2d0533d
43952:  4ef2d0c216
43953:  4ef2d0c22b
43954:  4ef2d0c243
43955:  4ef2d0c27
43956:  4ef2d0c31a
43957:  4ef2d0c37f
43958:  4ef2d0d025
43959:  4ef2d0ea29
43960:  4ef2d0ea4f
43961:  4ef2d0f52e
43962:  4ef2d0f615
43963:  4ef2d0f82f
43964:  4ef2d0f846
43965:  4ef2d0f86f
43966:  4ef2d0f883
43967:  4ef2d0f95
43968:  4ef2d0f972
43969:  4ef2d1f09
43970:  4ef2d35e2d
43971:  4ef2d35f2d
43972:  4ef2d35fb
43973:  4ef2d36012
43974:  4ef2d36026
43975:  4ef2d3fd2b
43976:  4ef2d4212e
43977:  4ef2d4243
43978:  4ef2d4252b
43979:  4ef2d425b
43980:  4ef2d4c130
43981:  4ef2d4c535
43982:  4ef2d4c627
43983:  4ef2d4ca1f
43984:  4ef2d4ca36
43985:  4ef2d4cb8
43986:  4ef2d4e36
43987:  4ef2d4e56a
43988:  4ef2d4ed16
43989:  4ef2d4ef1c
43990:  4ef2d54227
43991:  4ef2d5433d
43992:  4ef2d5465a
43993:  4ef2d59931
43994:  4ef2d84032
43995:  4ef2d845ad
43996:  4ef2d8461ce
43997:  4ef2d8521a
43998:  4ef2d85412
43999:  4ef2d8543a
44000:  4ef2d85456
44001:  4ef2d8561c4
44002:  4ef2d8561da
44003:  4ef2d856af
44004:  4ef2d85a460
44005:  4ef2d85b1b4
44006:  4ef2d97b24
44007:  4ef2d98111
44008:  4ef2d98130
44009:  4ef2d9814b
44010:  4ef2da344
44011:  4ef2e2571
44012:  4ef2e81d29
44013:  4ef2ea3937
44014:  4ef2ebc9e
44015:  4ef2f2c31a
44016:  4ef2f5213
44017:  4ef2ffae1e
44018:  4ef3045b1b
44019:  4ef306b613
44020:  4ef3085810
44021:  4ef30859c
44022:  4ef3085a17
44023:  4ef3085b45
44024:  4ef3085c22
44025:  4ef3085ce
44026:  4ef3086013
44027:  4ef3086021
44028:  4ef308677
44029:  4ef308bb15
44030:  4ef308bd24
44031:  4ef308be19
44032:  4ef308be8
44033:  4ef308bf32
44034:  4ef308bf40
44035:  4ef308c04e
44036:  4ef308c05c
44037:  4ef308c06d
44038:  4ef308c08
44039:  4ef308c12f
44040:  4ef3090f35
44041:  4ef309403
44042:  4ef3094078
44043:  4ef30940e
44044:  4ef309418
44045:  4ef3098b36
44046:  4ef309976
44047:  4ef3099775
44048:  4ef3099915
44049:  4ef3099925
44050:  4ef309993f
44051:  4ef3099a4d
44052:  4ef3099b11
44053:  4ef3099b21
44054:  4ef3099b35
44055:  4ef3099b4a
44056:  4ef3099b65
44057:  4ef3099e26
44058:  4ef3099f4d
44059:  4ef3099f66
44060:  4ef3099f72
44061:  4ef309a06
44062:  4ef309a413
44063:  4ef309a91
44064:  4ef309a91a
44065:  4ef309aa1a
44066:  4ef309aa38
44067:  4ef309aa43
44068:  4ef309aa9
44069:  4ef309b837
44070:  4ef309b927
44071:  4ef309b941
44072:  4ef309ba29
44073:  4ef309ba47
44074:  4ef309bb43
44075:  4ef309bc13
44076:  4ef309bc3
44077:  4ef309bd21
44078:  4ef309be3
44079:  4ef309bf5f
44080:  4ef309c01
44081:  4ef309c16
44082:  4ef309c318
44083:  4ef309c521
44084:  4ef309c534
44085:  4ef309c545
44086:  4ef309c61d
44087:  4ef309c62e
44088:  4ef309c64
44089:  4ef309c817
44090:  4ef309cd29
44091:  4ef309cf15
44092:  4ef309cf26
44093:  4ef309d121
44094:  4ef309d21
44095:  4ef309d21c
44096:  4ef309d240
44097:  4ef309d24b
44098:  4ef309d25e
44099:  4ef309d734
44100:  4ef309f733
44101:  4ef309f827
44102:  4ef309f849
44103:  4ef309f867
44104:  4ef309fd1a
44105:  4ef309fdc
44106:  4ef30a0019
44107:  4ef30a005f
44108:  4ef30a0239
44109:  4ef30a024d
44110:  4ef30a033
44111:  4ef30a042f
44112:  4ef30a043d
44113:  4ef30a0557
44114:  4ef30a0631
44115:  4ef30a101c
44116:  4ef30a1027
44117:  4ef30a10b
44118:  4ef30a1116
44119:  4ef30a11b
44120:  4ef30a152e
44121:  4ef30a1543
44122:  4ef30a161f
44123:  4ef30a1650
44124:  4ef30a169
44125:  4ef30a171d
44126:  4ef30a1728
44127:  4ef30a1a3b
44128:  4ef30a1b30
44129:  4ef30a1bc
44130:  4ef30a2fc
44131:  4ef30a3115
44132:  4ef30a332f
44133:  4ef30a33b
44134:  4ef30a3d18
44135:  4ef30a3d8
44136:  4ef30a541e
44137:  4ef30a5511
44138:  4ef30a5547
44139:  4ef30a562c
44140:  4ef30a5b11
44141:  4ef30a5ec
44142:  4ef30a6a14
44143:  4ef30a6a3
44144:  4ef30a6b3
44145:  4ef30b671f
44146:  4ef30b991a
44147:  4ef30b9a13
44148:  4ef30b9a21
44149:  4ef30bc111
44150:  4ef30bc11e
44151:  4ef30bc138
44152:  4ef30bc78
44153:  4ef30bc863
44154:  4ef30bc88
44155:  4ef30bcbf
44156:  4ef30bcc29
44157:  4ef30bcc40
44158:  4ef30bd23
44159:  4ef30bd254
44160:  4ef30bd6b
44161:  4ef30bee26
44162:  4ef30bef33
44163:  4ef30bef4c
44164:  4ef30bf08
44165:  4ef30bf13c
44166:  4ef30c4a77
44167:  4ef30c4f1b
44168:  4ef30c5327
44169:  4ef30c5b14
44170:  4ef30c5d9
44171:  4ef30c6b18
44172:  4ef30c6b26
44173:  4ef30c871e
44174:  4ef30c8834
44175:  4ef30c8930
44176:  4ef30c9d52
44177:  4ef30c9d65
44178:  4ef30c9f1c
44179:  4ef30cc216
44180:  4ef30cc28
44181:  4ef30cc41e
44182:  4ef30cc59
44183:  4ef30cc634
44184:  4ef30cc91a
44185:  4ef30cc930
44186:  4ef30ccf12
44187:  4ef30ccf39
44188:  4ef30cd016
44189:  4ef30cd021
44190:  4ef30cd03b
44191:  4ef30cd134
44192:  4ef30cd19
44193:  4ef30cd222
44194:  4ef30cd26
44195:  4ef30cd71a
44196:  4ef30cd72a
44197:  4ef30cd83
44198:  4ef30cdd45
44199:  4ef30cdd9
44200:  4ef30ce05
44201:  4ef30ce125
44202:  4ef30ce135
44203:  4ef30ce54f
44204:  4ef30ce617
44205:  4ef30cfc10
44206:  4ef30cfc2f
44207:  4ef30cfc47
44208:  4ef30cfc55
44209:  4ef30cfd1e
44210:  4ef30cfe1c
44211:  4ef30cfe2d
44212:  4ef30cff18
44213:  4ef30cff5
44214:  4ef30d01b
44215:  4ef30d065
44216:  4ef30d0e35
44217:  4ef30d0f35
44218:  4ef30d0fc
44219:  4ef30d1049
44220:  4ef30d171b
44221:  4ef30d1914
44222:  4ef30d1930
44223:  4ef30d212c
44224:  4ef30d219
44225:  4ef30d2615
44226:  4ef30d2d1b
44227:  4ef30d3416
44228:  4ef30d6c1b
44229:  4ef30dbc12
44230:  4ef30dcf11
44231:  4ef30dcf26
44232:  4ef30dcf6
44233:  4ef30dd01b
44234:  4ef30dd115
44235:  4ef30dd12f
44236:  4ef30dd423
44237:  4ef30dd739
44238:  4ef30ddd29
44239:  4ef30e0c9
44240:  4ef30e1239
44241:  4ef30e12f
44242:  4ef30e1318
44243:  4ef30e133c
44244:  4ef30e135
44245:  4ef30e1912
44246:  4ef30e1a9
44247:  4ef30e1d4e
44248:  4ef30e1e13
44249:  4ef30e1f18
44250:  4ef30e241d
44251:  4ef30e242b
44252:  4ef30e24f
44253:  4ef30e2fe
44254:  4ef30e3317
44255:  4ef30e382f
44256:  4ef30e396
44257:  4ef30e3d23
44258:  4ef30e3e16
44259:  4ef30e3e21
44260:  4ef30e41e
44261:  4ef30e4233
44262:  4ef30e4e26
44263:  4ef30e4e9
44264:  4ef30e592b
44265:  4ef30e5c8
44266:  4ef30e6c12
44267:  4ef30e6c2a
44268:  4ef30e6ed
44269:  4ef30e9018
44270:  4ef30ea18
44271:  4ef30ead2b
44272:  4ef30eae28
44273:  4ef30eb739
44274:  4ef30eb81a
44275:  4ef30ed21f
44276:  4ef30ed331
44277:  4ef30ed34a
44278:  4ef30ed364
44279:  4ef30ed426
44280:  4ef30ed452
44281:  4ef3101219
44282:  4ef310128
44283:  4ef310133
44284:  4ef3101341
44285:  4ef3101a2d
44286:  4ef3102922
44287:  4ef3102d18
44288:  4ef310309
44289:  4ef3103b1f
44290:  4ef3103f16
44291:  4ef3104311
44292:  4ef3106314
44293:  4ef310631f
44294:  4ef310639
44295:  4ef310644a
44296:  4ef3106d4f
44297:  4ef310774a
44298:  4ef310794b
44299:  4ef3107956
44300:  4ef310796
44301:  4ef310796f
44302:  4ef3107a11
44303:  4ef3107b3e
44304:  4ef3107e23
44305:  4ef3107e3e
44306:  4ef3108235
44307:  4ef310853
44308:  4ef310901a
44309:  4ef3109a26
44310:  4ef3109a37
44311:  4ef3109b6
44312:  4ef310b71e
44313:  4ef310bc27
44314:  4ef310bc3c
44315:  4ef310bc4a
44316:  4ef310bd1e
44317:  4ef310beaf
44318:  4ef310c036
44319:  4ef310c610
44320:  4ef310c629
44321:  4ef310c63b
44322:  4ef310c71
